,tweet_id,Usuário,Publicação,Data,Compartilhamentos,Comentários,Likes,Citações,Sentimento
7423,1544879066527981568,eu,mandar uns docinhos pelo ifood 🥰 https t co dcefvysvmf,2022-07-07 03:00:46+00:00,0,1,0,0,pos
7424,1544878987712806913,🦆,pedi no ifood faltando min pro restaurante fechar agora tô com medo kkkkkkkkkkkkkkk,2022-07-07 03:00:27+00:00,0,0,2,0,pos
7425,1544878784960204801,𝟏𝟏𝟏,rt @robbbriga gente muita atenção com o app ifood varias comprinhas de reais se tornaram uma fatura de mais de k,2022-07-07 02:59:39+00:00,5,0,0,0,pos
7426,1544878624595132416,bk.joel ,meu deus que inferno esse ifood vai toma no cu,2022-07-07 02:59:01+00:00,0,0,0,0,neg
7427,1544877987346235392,dora 𖣔,sdd das pizza grande de que o ifood proporcionava,2022-07-07 02:56:29+00:00,0,0,1,0,pos
7428,1544877470171779073,Gabriel araújo,o @ifood te vende um mundo incrível e mágico mas na realidade enfiam taxa no teu cu e não te dão suporte nenhum quando invés de um motoboy vai um bandido na tua loja,2022-07-07 02:54:25+00:00,0,1,3,0,pos
7429,1544876532681809920,03/03 - 🇧🇷 Pantanal 2022 🐆,rt @penelopexavoza alguem tira o ifood de mim,2022-07-07 02:50:42+00:00,2,0,0,0,pos
7430,1544876509881663488,pedro henrique dutra,tomei meu primeiro golpe no ifood e tava estressado demais pra ver o santos ser eliminado,2022-07-07 02:50:37+00:00,0,0,3,0,pos
7431,1544876498598993921,KoY,@ifood hoje aconteceu uma coisa uma inusitada comigo pedi um lanche o sanduíche veio totalmente cru entrei em contato com o restaurante me ignoraram entrei em contato com o suporte do ifood a atendente simplismente me deu um cupom de reais e saiu da conversa https t co lrncmpauyb,2022-07-07 02:50:34+00:00,0,0,0,0,neg
7432,1544876412364066816,Rafão,@emilyandradeeee @subwaybrasil @ifood menina tá triste viu… tô indo a cada meses num local que eu ia umas x por semana kkkkkkkk,2022-07-07 02:50:13+00:00,0,0,0,0,pos
7433,1544876317564440579,Gilissa,nossa pedi peças de hot roll no ifood pra comer assistindo o mundo sombrio de sabrina na netflix os hot roll vieram todos revirados recheio fora do lugar e peça queimada q ódiooooo 😭😭💔,2022-07-07 02:49:51+00:00,0,0,0,0,pos
7434,1544875972947857408,dj dayeh,tava quase mandando um ifood pra ela,2022-07-07 02:48:29+00:00,0,0,0,0,pos
7436,1544875178957721600,Amanda Sayuri,cá estou eu em uma outra cidade e com fome não tive como reportar ao @ifood mais uma vez… isso só mostra que eles não tem filtro mesmo tendo a opção no app de solicitar nota eles não cobram isso pois querem vender espaço na plataforma mas não se importam com acompanhamento,2022-07-07 02:45:19+00:00,0,0,0,0,neg
7437,1544875028088586244,viciado na ‘Believe’,chegando lá eu estranhei ele disse q íamos assistir um filme e pedir um ifood nas nossas conversas eu disse q n ia dormir na casa dele fomos pro apartamento dele e ele colocou um negócio de animais na tv dele e eu sentei no sofá ele subiu em cima de mim e me forçou a ficar,2022-07-07 02:44:43+00:00,0,1,1,0,neg
7438,1544875002301976578,miss lexotan 6mg,alguem tira o ifood de mim,2022-07-07 02:44:37+00:00,2,0,0,0,pos
7439,1544874816913784833,mardy bum,hoje fiz uma compra de uma janta e foi a mesma coisa mas hoje eu não paguei… solicitei a nota antes de pagar e o entregador disse que não veio solicitei o contato da lanchonete e eles falarão que não tem nota e isso não é requisito no @ifood… não paguei o pedido voltou,2022-07-07 02:43:53+00:00,0,1,0,0,neg
7440,1544874714086182914,kin mas ninguem me chama assim,"@ifood por favor implementa um botão ""nunca mais pedir comida aqui odiei"" pra eu lembrar que o restaurante é ruim",2022-07-07 02:43:28+00:00,0,0,0,0,neg
7441,1544874441632616453,jurídico Belle Belinha,@tunimalmighty pedi um açaí de um lugar que fechou bem na hora que pedi achei que os caras iam ficar com meu dinheiro mas o ifood devolveu no fim das conta pedi um sorvete e fiquei feliz 🍦,2022-07-07 02:42:23+00:00,0,1,1,0,neg
7442,1544874417808891904,rafa?!,reportei ao @ifood e não recebi suporte o @mcdonalds_br finalizou o chamado e sem nem me respondeu o ifood não dar opção de uma tréplica… eles nem entram no circuito mesmo a plataforma sendo deles e mesmo sabendo que pagamos o serviço de cada compra realizada no app,2022-07-07 02:42:18+00:00,0,1,0,0,neg
7443,1544874283314323462,Otávio Queiroz,@alliceyukiko já pode abrir um delivery no ifood,2022-07-07 02:41:46+00:00,0,1,0,0,pos
7444,1544874270366568448,Bruno Domingues,meu amigo disse que é macho e não é escroto e abusivo respondi pedindo ora ele pagar um lanche no ifood pra mim e num é que rolou?,2022-07-07 02:41:43+00:00,0,0,0,0,neg
7445,1544873841197195264,qɐɓ,eu to doida por um açaí daí achei no ifood por reais no ravis mas o frete tava caro fui mendigar pix pra todo mundo que eu conheço e quando consegui o restaurante fechou 🤡,2022-07-07 02:40:00+00:00,0,0,0,0,pos
7446,1544873727309058048,⛧Zatanna de Osasco⛧,eu tô com mta vontade de doce e o único lugar de doce aberto no ifood tem pedido mínimo de trinta e cinco fucking reais,2022-07-07 02:39:33+00:00,0,0,0,0,neg
7447,1544873724129775618,🤩👍🌟🚩🌈☀️😍gayLulista13,@iamnessani pedi peças de um lugar chamado artt sushi que ta com uma avaliação boa no ifood por e seja o que deus quiser kkkkkkkk,2022-07-07 02:39:32+00:00,0,0,1,0,neg
7448,1544873560883314688,тяick🌼🌙🐰🐍🍑🌴👑,provavelmente isso aqui que rolava ano passado quando eu pedia ifood e só não me avisavam só isso justificativa demorar horas uma pizza https t co q cblmmd,2022-07-07 02:38:53+00:00,0,0,0,0,neg
7449,1544873480717484032,Leonardo França,minha esposa vive pedindo ifood surpresa pra mim fico com raiva e ao mesmo tempo amo vagabunda ❤️😫🥺😡😍🥹😒🥰 @oroosmuller,2022-07-07 02:38:34+00:00,0,1,2,0,pos
7450,1544873431530967040,Mcbarucci,velho estou em cuiabá e precisei utilizar o @ifood ontem e hoje uma decepção!!! segue…,2022-07-07 02:38:23+00:00,0,1,0,0,pos
7451,1544873387125874690,ray,alguém me manda um doce pelo ifood 🥺,2022-07-07 02:38:12+00:00,0,0,1,0,pos
7452,1544872953854279682,Lan 🦂,ifood e larica uma péssima junção,2022-07-07 02:36:29+00:00,0,0,0,0,neg
7453,1544872874825105409,Baphofinho do Stitch🧸⃤,@marcoskeller @jyngrey @mdafontef cê consegue comprar pelo ifood o kit chevette https t co lmm mmylks,2022-07-07 02:36:10+00:00,0,1,3,0,pos
7454,1544872787755646976,Rafael Plantageneta 🏳️‍🌈#Lula13#,rt @agenciapublica a pública revela o que grandes empresas escondem em anos já investigamos a vale o ifood a jbs e outras precisam…,2022-07-07 02:35:49+00:00,7,0,0,0,pos
7455,1544872590006751232,Ellen,antes era anúncio do ifood em tudo agr é da amazon não aguento mais,2022-07-07 02:35:02+00:00,0,0,0,0,neg
7456,1544872545912066052,leticia || HOLY FVCK,#colunadofla river rodou está pintando um flamengo e palmeiras de novo mas agora sem o ifood,2022-07-07 02:34:51+00:00,0,0,0,0,neg
7457,1544872141149052930,#DIGZ#,acho que a principal coisa que eu procuro no meu futuro namorado é ele me mimar tipo assim um empadão de frango chegando no meio da tarde pelo ifood com recadinho um copão de ml de açai um docinho da fintê nada mais só precisa fazer isso,2022-07-07 02:33:15+00:00,0,0,1,0,neg
7458,1544871811057336322,lombinho canadense,hoje eu mataria fácil por um ifood agr entendo os mercenário,2022-07-07 02:31:56+00:00,0,0,1,0,pos
7459,1544871775011495936,Raissa Costa,paguei um ifood para ele…,2022-07-07 02:31:48+00:00,0,0,0,0,neg
7460,1544871748923002880,Rubens Castro,deitadinho na cama esperando a comida chegar pelo ifood e sem me preocupar em acordar cedo amo as férias,2022-07-07 02:31:41+00:00,0,0,3,0,neg
7461,1544871714127052802,Renan Campos,@poxapredu nenitos melhor pizza que já comi pelo ifood,2022-07-07 02:31:33+00:00,0,0,1,0,pos
7462,1544870910074789888,jen,essas horas e eu pedindo um docinho no ifood,2022-07-07 02:28:21+00:00,0,0,1,0,pos
7463,1544870773957038081,vini,@amandaraujoz aí eu tô tão feliz por você tu é tão talentosa e simpática amei te conhecer no ifood fest te amo,2022-07-07 02:27:49+00:00,0,1,1,0,pos
7464,1544870706311208960,Lipe Henrique,@adrielycastrro já fiz isso pra caralho gastar no ifood e chorar depois,2022-07-07 02:27:33+00:00,0,1,0,0,pos
7465,1544870616708354049,putodiparis,socorro que essa propaganda de prep me lembrou da vez em que aconteceu coisa parecida com um entregador do ifood ai que t https t co n mdpppcyi,2022-07-07 02:27:11+00:00,0,1,1,0,neg
7466,1544870564174725121,Liquid Rafa,rt @manabrown_ queria um bb q me mandasse ifood x por semana 😣,2022-07-07 02:26:59+00:00,1,0,0,0,pos
7467,1544870561918160896,Ravena,@binhodevito @laguapasp porra pila na coca lata no ifood se justifica pelo imposto mas no restaurante é foda,2022-07-07 02:26:58+00:00,0,0,1,0,pos
7468,1544870395391664129,Nonzero_Bruno,@nunesluann_ tinha nada aqui mano aí é foda tenho que correr p ifood 🤡,2022-07-07 02:26:19+00:00,0,0,1,0,neg
7470,1544870012330164224,Coreano,pensando em pedir algo no ifood,2022-07-07 02:24:47+00:00,0,0,0,0,pos
7471,1544869901789175809,Baby Boy ♛,@li_cerq teve uma vez que o ifood avisou que meu lanche não chegaria pq o motoqueiro foi para casa com meu lanche,2022-07-07 02:24:21+00:00,0,0,0,0,neg
7472,1544869765700886528,Antonio,pra minha mãe não tem ifood pra ela tem wendell 🤡 wendell vá comprar isso va comprar aquilo tnc,2022-07-07 02:23:49+00:00,0,0,0,0,pos
7473,1544869630572957696,menina do freezer,@mmarimanzinii @milamanzini hahahaha! minha nossa! garotas do ifood,2022-07-07 02:23:16+00:00,0,0,0,0,pos
7474,1544869609316179968,.,🏷cupom rappi comeguriaprime quer entregas grátis e ilimitadas ?com o cupom comeguriaprime vocês ganham rappi prime basic por um mês! *pode cancelar antes de completar mês! #rappi #delivery #cupom #desconto #ifood #uber #janta #rockinrio https t co ool uemgqq yhg,2022-07-07 02:23:11+00:00,0,0,0,0,pos
7476,1544869409503723520,Ma,todos os pedidos que eu faço no ifood non chegam no tempo de entrega estipulado todos chegam pelo menos min atrasados,2022-07-07 02:22:24+00:00,0,1,1,0,neg
7477,1544869343233818625,Lujeruuu o próprio,agora que lembrei pedi o lanche ontem na madruga pelo ifood e dormir o pior é que já tava pago virou sdd 🤡🤡,2022-07-07 02:22:08+00:00,0,1,0,0,neg
7478,1544869188241702914,a dor nelles,você desce pra pagar seu ifood e não tá com a sua chave 😂😂😂,2022-07-07 02:21:31+00:00,0,0,2,0,pos
7479,1544869003214176258,Robert 🐺,@renatinha_fla a urucubaca que tinha foi embora agora o ambiente ficou leve sem o ifood,2022-07-07 02:20:47+00:00,0,0,1,0,pos
7480,1544868938063962112,Ellen moreira ✨,cara e não tem nenhum no ifood puta q pariu,2022-07-07 02:20:31+00:00,0,0,0,0,neg
7481,1544868802801926144,pedrenrique,quem já se mudou aí? foi burro o suficiente pra mandar entrega do @ifood no antigo endereço? 🫠,2022-07-07 02:19:59+00:00,0,0,0,0,neg
7482,1544868564737441793,José Renato,@violeta nocao @hebercolombos @ioveincarnate @metropoles cara é mto fácil achar onde comprar eu já achei e pedi brownie abençoado até pelo instagram e entregaram em casa como se fosse ifood,2022-07-07 02:19:02+00:00,0,1,2,0,neg
7483,1544868385401487361,Sabrina,flamengo estraçalhando lua linda ifood quentinho q noite boa,2022-07-07 02:18:20+00:00,0,0,0,0,pos
7484,1544868305252585472,Chandelier C. Moreira,pedindo comida no ifood pelo cartão e pensando como é que eu vou pagar a fatura…,2022-07-07 02:18:00+00:00,0,1,5,0,neg
7485,1544868208854843393,Marigold🤡,compramos um mac’n cheese no ifood horrivel nojento n to nem conseguindo comer!!!! podre perdi a fome de odio,2022-07-07 02:17:37+00:00,0,0,0,0,neg
7486,1544868069155151872,elisa🦋,o pedido a taxa de entrega o cupom de desconto o real desconto essa humilhação no ifood eu passei no crédito pq tô brocado mano,2022-07-07 02:17:04+00:00,0,0,1,0,neg
7487,1544868039665008643,IM__GABRIEL,@li_cerq tem muito golpe que acontece pessoas falam que vai trabalhar no ifood só pra roubar a comida mesmo!!!,2022-07-07 02:16:57+00:00,0,0,0,0,pos
7488,1544867951098187777,eolkaos,h esperando um ifood que agonia!!,2022-07-07 02:16:36+00:00,0,2,3,0,pos
7489,1544866361263923201,Vampyr Oliver ×᷼×,pedi um docin no ifood pq eu estou descontrolado,2022-07-07 02:10:17+00:00,0,0,0,0,pos
7490,1544866160931475457,luacs,@borgessnath @ifood tá vacilando hein @ifood,2022-07-07 02:09:29+00:00,0,2,1,0,pos
7491,1544865533602021381,marina e sua égua juma,@jocrisck conde filho!!! nao fui la ainda so vi pelo ifood mas amei,2022-07-07 02:07:00+00:00,0,0,0,0,pos
7493,1544865294677581824,Michel Castro,rt @flavinhojfmg saiu o ifood saiu a nuvem negra,2022-07-07 02:06:03+00:00,1,0,0,0,pos
7494,1544864823875346432,🦋,aí ifood eu te amo tanto,2022-07-07 02:04:10+00:00,0,0,0,0,pos
7495,1544864619365294082,Kawine🌪,se o flamengo ganhar eu vou pedir um ifood 😸,2022-07-07 02:03:22+00:00,0,0,1,1,pos
7496,1544864603422720002,Femme Fatale,"@medusah @mcdonalds_br @ifood aí vc entra em ajuda ""mande uma foto"" mas o lanche não veio vô manda foto do ar",2022-07-07 02:03:18+00:00,0,1,0,0,neg
7497,1544864433121464320,Flavinho,saiu o ifood saiu a nuvem negra,2022-07-07 02:02:37+00:00,1,1,16,2,pos
7498,1544864320730939392,Luana von Mühlen,@queroamandy @mcdonalds_br @ifood vai confiar na tele de uma franquia 🥲,2022-07-07 02:02:10+00:00,0,3,1,0,pos
7499,1544863723143176194,Murilo Silveira,@sistersonica quando os patrocínios começarem a vir manda uns ifood pra mim 👍 obg ana,2022-07-07 01:59:48+00:00,0,0,0,0,pos
7500,1544863623755046912,Camih_Seokjinnie The Best is #YetToCome ✨💜🐺🐻🍓,rt @kingseokjinbr viu seokjin? tá todo mundo pedindo ifood faz alguma coisa 🙏 essa adm aqui está com fome e com saudades do nosso jin …,2022-07-07 01:59:24+00:00,8,0,0,0,pos
7501,1544863596693307392,BOT DE STREAM IM NAYEON,deve ser a vez que eu tenho problema pedindo @mcdonalds_br pelo @ifood dessa vez um dos lanches apenas não veio kkkkkk o brinquedo errado e sabor do suco tbm só acertaram em manda a batata kkkkkk,2022-07-07 01:59:18+00:00,0,1,1,0,neg
7502,1544862866444062721,꧁༒𝓣𝓐𝓚𝓔𝓩𝓞𝓑𝓡𒆜࿐,tô muito puta eu só queria pedir um pastelzinho se fode ifood,2022-07-07 01:56:24+00:00,0,0,1,0,pos
7504,1544862491297157123,Ewellyn Matos,coloquei a foto lá né o menino me disse que eu tava parecendo entregador do ifood kkkkkkkkkk,2022-07-07 01:54:54+00:00,0,1,1,0,pos
7505,1544862051482451968,felipe,manoo as vezes amo o ifood comprei um pastel por real kkk,2022-07-07 01:53:09+00:00,0,0,0,0,pos
7506,1544861691661500416,mari,cara to esperando chover pra pedir ifood mas essa porra n choveee,2022-07-07 01:51:44+00:00,0,0,0,0,neg
7507,1544861668588589059,Menor Ret🏄,sdds ifood e pagar dol num açaí,2022-07-07 01:51:38+00:00,0,0,0,0,pos
7508,1544861431526473728,Agatha,amanhã pai tá pelo ifood no centro🚀🚲✅,2022-07-07 01:50:42+00:00,0,0,0,0,pos
7509,1544861071449677826,Isaias Marques,nunca quis tanto na vida comer um doce ainda bem que achei algo no ifood tava morrendo aqui,2022-07-07 01:49:16+00:00,0,0,0,0,pos
7510,1544860856449748992,haka.,@who_lari @memesruimebom deixei de te amar quando vc me negou uma pizza pelo ifood,2022-07-07 01:48:24+00:00,0,0,0,0,neg
7511,1544860799730171913,luhan,tenha em casa coisas básicas para uma emergência para a larica cuscuz fubá ovo polvilho miojo leite em pó farinha de mandioca bateu fome? e tá sem grana pro ifood? faz um mexidão de farinha com ovo 🥵🤤 amo,2022-07-07 01:48:11+00:00,1,3,175,0,pos
7513,1544860639834898436,special secret song inside,nunca peçam comida no automático pelo ifood vocês podem acabar mandando pro serviço de vocês sem querer 🥲,2022-07-07 01:47:33+00:00,0,0,0,0,neg
7514,1544860441469386755,Ana #ForaBolsonaro,@beeecka só os que pensa que é ifood e querem delivery de bct,2022-07-07 01:46:46+00:00,0,1,1,0,pos
7515,1544860414328160260,Larissa💜,chegar em casa e pedir o que tiver de mais calórico no ifood,2022-07-07 01:46:39+00:00,0,1,0,0,pos
7516,1544860409320054786,Isaque BL,meu namorado é perfeito❤️❤️ eu tava doida por uma torta de morango mas ele não achou no ifood aí ele pediu meu milkshake fav e mandou pra minha casa https t co qokletua d,2022-07-07 01:46:38+00:00,0,3,4,0,neg
7517,1544860244479721474,brunildiss,oi @ifood vcs viram que quero trabalhar pra vocês? sim ne agiliza la por favor pai ta na forca,2022-07-07 01:45:59+00:00,0,0,0,0,pos
7518,1544860222136655880,Bichael,bar do meio do ifood tô feita manda cigarrete mandahhh,2022-07-07 01:45:53+00:00,0,0,3,0,pos
7519,1544860204256399361,Andressa,não aguento mais essa vida sem um docinho não tem uma unidade lugar bom no ifood 🫠,2022-07-07 01:45:49+00:00,0,0,1,0,neg
7520,1544859953428578306,ARCORIN_FF,@ifood fiz um pedido no @ifood e está atrasado mais de horas já solicitei o cancelamento duas vezes e não cancelaram ainda só quero meu dinheiro de volta e nem um atendimento eu consigo,2022-07-07 01:44:49+00:00,0,1,0,0,neg
7521,1544859861850226689,Chαrlis,@ifood @fluxogg so coloca bica prós bikes nas entregas seu ramelao,2022-07-07 01:44:27+00:00,0,0,0,0,pos
7522,1544859434807181313,Ginaᴮ⁷ 🐝💜 (Crave a Marca),@ops_paes quer q eu mande um ifood ai xuxu?,2022-07-07 01:42:46+00:00,0,1,1,0,pos
7523,1544859364988788742,miguelindo 🤟🏾,rt @kyoshipanic @li_cerq @loradotchannn n é golpe minha mãe e eu temos um restaurante e eh mt normal acontecer de motoboy sofrer acidente…,2022-07-07 01:42:29+00:00,2,0,0,0,pos
7524,1544859278476992513,Gio.exe has stopped working,obrigado palmeiras e flamengo por pagarem o meu ifood de hj 🤝,2022-07-07 01:42:08+00:00,0,0,0,0,neg
7525,1544859228116078596,smoking,amigos pra dizer que me amam e que eu sou engraçada sempre tem amigos pra pedir um ifood aqui pra minha casa nunca tem amigos tóxicos,2022-07-07 01:41:56+00:00,0,0,0,0,pos
